9_1_0,23_1_0,23_1_1
9_1_1344,IonisationFeature,23_1_874
9_1_1345,PartOfSkinOfBack,23_1_875
9_1_1346,Blood,23_1_877
9_1_1347,Dermatome,23_1_878
9_1_1348,StructuralFeature,23_1_879
9_1_1349,Secretion,23_1_881
9_1_1350,Substance,23_1_494
9_1_1351,CerebralHemisphere,23_1_884
9_1_1352,Behaviour,23_1_206
9_1_1353,Dermatome,23_1_886
9_1_1354,Supination,23_1_888
9_1_1355,InternalLinearSegment,23_1_889
9_1_1356,Dermatome,23_1_890
9_1_1357,AnteriorIntercostalArtery,23_1_792
9_1_1358,AnteriorIntercostalArtery,23_1_802
9_1_1359,Abduction,23_1_866
9_1_1360,Extension,23_1_898
9_1_1361,TemporalPattern,23_1_900
9_1_1362,GeneralisedSubstance,23_1_795
9_1_1363,BodyStructure,23_1_206
9_1_1364,PhenotypicalSex,23_1_904
9_1_1365,GeneTranscription,23_1_906
9_1_1366,Dermatome,23_1_908
9_1_1367,PathologicalProcess,23_1_911
9_1_1368,GeneTranscription,23_1_912
9_1_1369,AnabolicProcess,23_1_914
9_1_1370,Elevating,23_1_768
9_1_1371,AnteriorFlexion,23_1_625
9_1_1372,InterphalangealJoint,23_1_918
9_1_1373,PathologicalProcess,23_1_920
9_1_1374,Edge,23_1_921
9_1_1375,Dermatome,23_1_922
9_1_1376,AnabolicProcess,23_1_925
9_1_1377,InternalRegion,23_1_926
9_1_1378,BenignNeoplasticProcess,23_1_927
9_1_1379,SkinOfFoot,23_1_820
9_1_1380,BodyStructure,23_1_689
9_1_1381,DegenerativeProcess,23_1_930
9_1_1382,CerebralHemisphere,23_1_931
9_1_1383,ProcessActivity,23_1_933
9_1_1384,BodyStructure,23_1_935
9_1_1385,BodyStructure,23_1_673
9_1_1386,PosteriorIntercostalArtery,23_1_936
9_1_1387,Dermatome,23_1_937
9_1_1388,GeneTranscription,23_1_938
9_1_1389,GeneTranscription,23_1_940
9_1_1390,Urine,23_1_942
9_1_1391,Secretion,23_1_943
9_1_1392,AnteriorFlexion,23_1_713
9_1_1393,GeneTranscription,23_1_946
9_1_1394,Substance,23_1_143
9_1_1395,InwardRotation,23_1_803
9_1_1396,PosteriorIntercostalArtery,23_1_952
9_1_1397,MovingForwards,23_1_768
9_1_1398,AnteriorFlexion,23_1_764
9_1_1399,Extension,23_1_956
9_1_1400,Multiple,23_1_962
9_1_1401,AnteriorFlexion,23_1_184
9_1_1402,PhysicalState,23_1_963
9_1_1403,PhysicalState,23_1_964
9_1_1404,Extension,23_1_965
9_1_1405,Proportion,23_1_967
9_1_1406,Magnesium,23_1_506
9_1_1407,Phenomenon,23_1_534
9_1_1408,PosteriorIntercostalArtery,23_1_973
9_1_1409,PartOfSkinOfBack,23_1_975
9_1_1410,GeneralisedSubstance,23_1_688
9_1_1411,Extension,23_1_977
9_1_1412,Displacement,23_1_978
9_1_1413,BodyWall,23_1_981
9_1_1414,ExternalVersion,23_1_694
9_1_1415,GeneTranscription,23_1_983
9_1_1416,Eminence,23_1_985
9_1_1417,GeneTranscription,23_1_986
9_1_1418,InwardVersion,23_1_694
9_1_1419,Gramstaining,23_1_988
9_1_1420,ReproductiveProcess,23_1_989
9_1_1421,PotentialCavity,23_1_990
9_1_1422,GeneTranscription,23_1_995
9_1_1423,ExternalVersion,23_1_755
9_1_1424,AnteriorIntercostalArtery,23_1_999
9_1_1425,Lowering,23_1_768
9_1_1426,Vein,23_1_1001
9_1_1427,SoftTissue,23_1_1003
9_1_1428,Substance,23_1_1005
9_1_1429,AnteriorFlexion,23_1_1007
9_1_1430,PartOfSkinOfBack,23_1_1009
9_1_1431,Dermatome,23_1_1010
9_1_1432,GeneTranscription,23_1_1013
9_1_1433,SoftTissue,23_1_1015
9_1_1434,Stabilizing,23_1_1017
9_1_1435,Condyle,23_1_811
9_1_1436,PathologicalProcess,23_1_227
9_1_1437,PartOfSkinOfBack,23_1_1020
9_1_1438,GeneTranscription,23_1_1022
9_1_1439,AnteriorIntercostalArtery,23_1_936
9_1_1440,Abduction,23_1_803
9_1_1441,AnabolicProcess,23_1_1027
9_1_1442,Extension,23_1_1029
9_1_1443,GeneTranscription,23_1_1031
9_1_1444,Pronation,23_1_888
9_1_1445,BodyStructure,23_1_1034
9_1_1446,Dermatome,23_1_1035
9_1_1447,InternalBodyStructure,23_1_677
9_1_1448,AnteriorFlexion,23_1_786
9_1_1449,Adduction,23_1_177
9_1_1450,Dermatome,23_1_1036
9_1_1451,Extension,23_1_803
9_1_1452,Adduction,23_1_184
9_1_1453,Topology,23_1_1042
9_1_1454,PartOfBack,23_1_1043
9_1_1455,Adduction,23_1_761
9_1_1456,GeneTranscription,23_1_1044
9_1_1457,BodyWall,23_1_1049
9_1_1458,Collection,23_1_795
9_1_1459,Abduction,23_1_683
9_1_1460,SkinOfKnee,23_1_32
9_1_1461,PartOfSkinOfBack,23_1_1052
9_1_1462,Sodium,23_1_506
9_1_1463,BodyStructure,23_1_1053
9_1_1464,Dermatome,23_1_1054
9_1_1465,Collection,23_1_687
9_1_1466,Impetigo,23_1_1060
9_1_1467,Adduction,23_1_683
9_1_1468,Dermatome,23_1_1061
9_1_1469,AnteriorFlexion,23_1_1063
9_1_1470,ClinicalSpeciality,23_1_1065
9_1_1471,BloodCell,23_1_1066
9_1_1472,ProcessActivity,23_1_1068
9_1_1473,AnteriorFlexion,23_1_761
9_1_1474,BodyPart,23_1_440
9_1_1475,Extension,23_1_727
9_1_1476,AnteriorIntercostalArtery,23_1_169
9_1_1477,SmoothMuscleContractionProcess,23_1_1070
9_1_1478,Air,23_1_877
9_1_1479,Dermatome,23_1_1072
9_1_1480,BodyStructure,23_1_1073
9_1_1481,SkinOfPlantarRegionOfFoot,23_1_1074
9_1_1482,Extension,23_1_190
9_1_1483,BodyWall,23_1_1077
9_1_1484,InternalRegion,23_1_1079
9_1_1485,Insulin,23_1_1080
9_1_1486,Collection,23_1_143
9_1_1487,Extension,23_1_1085
9_1_1488,Secretion,23_1_1086
9_1_1489,GeneTranscription,23_1_1087
9_1_1490,Eminence,23_1_550
9_1_1491,GeneTranscription,23_1_1091
9_1_1492,ThrombusLesion,23_1_1093
9_1_1493,BloodVessel,23_1_1094
9_1_1494,BodyStructure,23_1_1096
9_1_1495,LinearBodyStructure,23_1_1097
9_1_1496,PotentialCavity,23_1_1099
9_1_1497,LeftwardRotation,23_1_768
9_1_1498,PartOfBack,23_1_884
9_1_1499,Gait,23_1_1100
9_1_1500,Abduction,23_1_766
9_1_1501,AnteriorIntercostalArtery,23_1_1101
9_1_1502,Substance,23_1_534
9_1_1503,GeneTranscription,23_1_1102
9_1_1504,GeneTranscription,23_1_1107
9_1_1505,SkinOfLeg,23_1_820
9_1_1506,TasteBud,23_1_1110
9_1_1507,Abduction,23_1_786
9_1_1508,PotentialCavity,23_1_486
9_1_1509,ClinicalSpeciality,23_1_1114
9_1_1510,PosteriorIntercostalArtery,23_1_1101
9_1_1511,Substance,23_1_206
9_1_1512,Dermatome,23_1_1118
9_1_1513,GeneTranscription,23_1_1120
9_1_1514,InternalRegion,23_1_1125
9_1_1515,Feature,23_1_1126
9_1_1516,FGroupProstaglandin,23_1_273
9_1_1517,AnteriorIntercostalArtery,23_1_973
9_1_1518,AnteriorFlexion,23_1_1029
9_1_1519,BodyProcess,23_1_534
9_1_1520,ThelarcheProcess,23_1_1132
9_1_1521,IntrauterineBodyPosition,23_1_1133
9_1_1522,GeneralisedProcess,23_1_1139
9_1_1523,TemporalPattern,23_1_901
9_1_1524,BodyStructure,23_1_440
9_1_1525,Adduction,23_1_803
9_1_1526,Behaviour,23_1_689
9_1_1527,IntrauterineBodyPosition,23_1_1143
9_1_1528,presence,23_1_1145
9_1_1529,PotentialCavity,23_1_1148
9_1_1530,AnteriorIntercostalArtery,23_1_784
9_1_1531,SkinCovering,23_1_1020
9_1_1532,PotentialCavity,23_1_1152
9_1_1533,OutwardRotation,23_1_727
9_1_1534,AnabolicProcess,23_1_1154
9_1_1535,GeneTranscription,23_1_1155
9_1_1536,BodySubstance,23_1_1005
9_1_1537,IntrauterineBodyPosition,23_1_1158
9_1_1538,RightwardRotation,23_1_768
9_1_1539,Dermatome,23_1_1165
9_1_1540,GeneTranscription,23_1_1167
9_1_1541,SkinOfThigh,23_1_1074
9_1_1542,Nerve,23_1_1169
9_1_1543,BodyWall,23_1_1171
9_1_1544,Malleolus,23_1_811
9_1_1545,AnteriorIntercostalArtery,23_1_787
9_1_1546,PersonalityType,23_1_1173
9_1_1547,Dermatome,23_1_1176
9_1_1548,Dermatome,23_1_1177
9_1_1549,SkinCovering,23_1_875
9_1_1550,MyocardialHypertrophy,23_1_1181
9_1_1551,PartOfBack,23_1_931
9_1_1552,BodyStructure,23_1_680
9_1_1553,Abduction,23_1_761
9_1_1554,NAMEDNonBodySubstance,23_1_1184
9_1_1555,Displacement,23_1_1187
9_1_1556,Extension,23_1_1189
9_1_1557,Dermatome,23_1_1191
9_1_1558,Removing,23_1_1192
9_1_1559,LateralFlexion,23_1_681
9_1_1560,PathologicalProcess,23_1_1194
9_1_1561,Dermatome,23_1_1195
9_1_1562,Displacement,23_1_1196
9_1_1563,Displacement,23_1_1198
9_1_1564,ControlOfFlow,23_1_1199
9_1_1565,BodyStructure,23_1_534
9_1_1566,Lobe,23_1_1200
9_1_1567,PancreaticoduodenalArtery,23_1_1201
9_1_1568,Abduction,23_1_1085
9_1_1569,ImagingProcess,23_1_1203
9_1_1570,PieceOfSkinOrgan,23_1_1205
9_1_1571,OutwardRotation,23_1_803
9_1_1572,Dermatome,23_1_1206
9_1_1573,AnteriorFlexion,23_1_733
9_1_1574,GeneTranscription,23_1_1207
9_1_1575,PathologicalProcess,23_1_1209
9_1_1576,BloodVessel,23_1_1210
9_1_1577,PathologicalProcess,23_1_1212
9_1_1578,AnteriorIntercostalArtery,23_1_952
9_1_1579,Extension,23_1_826
9_1_1580,Catheter,23_1_1213
9_1_1581,BenignNeoplasticProcess,23_1_1215
9_1_1582,Extension,23_1_193
9_1_1583,GeneTranscription,23_1_1218
9_1_1584,DamagingProcess,23_1_1220
9_1_1585,PathologicalProcess,23_1_1221
9_1_1586,PathologicalProcess,23_1_1222
9_1_1587,AnabolicProcess,23_1_1225
9_1_1588,Stabilizing,23_1_1226
9_1_1589,MinorBronchus,23_1_1228
9_1_1590,Gramstaining,23_1_1230
9_1_1591,Substance,23_1_680
9_1_1592,GeneTranscription,23_1_1232
9_1_1593,Adduction,23_1_866
9_1_1594,AnteriorIntercostalArtery,23_1_168
9_1_1595,Potassium,23_1_506
9_1_1596,PathologicalProcess,23_1_1234
9_1_1597,Dermatome,23_1_1235
9_1_1598,SkinOfLeg,23_1_1074
9_1_1599,Substance,23_1_506
9_1_1600,PosteriorIntercostalArtery,23_1_999
9_1_1601,AnatomicalShape,23_1_1241
9_1_1602,Eminence,23_1_1245
9_1_1603,IntrauterineBodyPosition,23_1_1247
9_1_1604,Abduction,23_1_690
9_1_1605,Dermatome,23_1_1249
9_1_1606,BodyStructure,23_1_1250
9_1_1607,Tissue,23_1_1251
9_1_1608,PathologicalProcess,23_1_1253
9_1_1609,PathologicalProcess,23_1_1255
9_1_1610,CardiacMuscle,23_1_1256
9_1_1611,LateralFlexion,23_1_727
9_1_1612,Dermatome,23_1_1258
9_1_1613,GeneTranscription,23_1_1259
9_1_1614,AnabolicProcess,23_1_1261
9_1_1615,Chyle,23_1_877
9_1_1616,Abduction,23_1_797
9_1_1617,BodyStructure,23_1_1263
9_1_1618,GeneTranscription,23_1_1264
9_1_1619,Chlorine,23_1_506
9_1_1620,Adduction,23_1_1085
9_1_1621,Adduction,23_1_690
9_1_1622,PathologicalProcess,23_1_1267
9_1_1623,Extension,23_1_184
9_1_1624,ReproductiveProcess,23_1_1269
9_1_1625,CardiacMuscle,23_1_1271
9_1_1626,AnteriorFlexion,23_1_1085
9_1_1627,TasteBud,23_1_1276
9_1_1628,SkinCovering,23_1_1278
9_1_1629,GeneTranscription,23_1_1281
9_1_1630,BodyStructure,23_1_1283
9_1_1631,Dermatome,23_1_1284
9_1_1632,BodyStructure,23_1_1285
9_1_1633,Level,23_1_1286
9_1_1634,Anorexia,23_1_129
9_1_1635,NonDirectInspecting,23_1_1287
9_1_1636,Oxygen,23_1_1288
9_1_1637,Vein,23_1_1289
9_1_1638,AtlantoOccipitalMembrane,23_1_32
9_1_1639,AtLeastPairedBodyWall,23_1_32
9_1_1640,InferiorCalcanealTubercle,23_1_1295
9_1_1641,CecalArtery,23_1_32
9_1_1642,CorticalArtery,23_1_1305
9_1_1643,Lymphnode,23_1_1308
9_1_1644,BodyStructure,23_1_1309
9_1_1645,ChamberOfEye,23_1_32
9_1_1646,CruciateLigament,23_1_32
9_1_1647,EthmoidSinus,23_1_32
9_1_1648,EthmoidalArtery,23_1_32
9_1_1649,FascialCompartment,23_1_32
9_1_1650,AnteriorFascialCompartment,23_1_1359
9_1_1651,AnteriorFascialCompartment,23_1_1363
9_1_1652,AnteriorFascialCompartment,23_1_1372
9_1_1653,AnteriorFascialCompartment,23_1_1377
9_1_1654,FascicularBranchOfLeftBundleBranch,23_1_32
9_1_1655,LacrimalCrest,23_1_32
9_1_1656,LobeOfPituitaryGland,23_1_32
9_1_1657,PartOfInferiorMediastinum,23_1_32
9_1_1658,ChordaeTendinae,23_1_1411
9_1_1659,CardiacMuscle,23_1_1414
9_1_1660,PerforatedSubstance,23_1_32
9_1_1661,PharyngealWall,23_1_32
9_1_1662,PoleOfOcularLens,23_1_32
9_1_1663,SectionOfPyramidalTract,23_1_1417
9_1_1664,Route,23_1_32
9_1_1665,SacralFascia,23_1_32
9_1_1666,SpinalNerveRoot,23_1_32
9_1_1667,SurfaceOfScapula,23_1_32
9_1_1668,Tooth,23_1_32
9_1_1669,ChordaeTendinae,23_1_1435
9_1_1670,PapillaryMuscle,23_1_1403
9_1_1671,PartOfDivisionOfTongue,23_1_32
9_1_1672,PartOfDorsumOfTongue,23_1_32
9_1_1673,PartOfSolidDivisionOfTongue,23_1_32
9_1_1674,InflammationLesion,23_1_1438
9_1_1675,Amnesia,23_1_1441
9_1_1676,Displacement,23_1_1442
9_1_1677,PapillaryMuscle,23_1_1402
9_1_1678,ChemicalSubstance,23_1_287
9_1_1679,AnthracyclineChemical,23_1_273
9_1_1680,InfectionLesion,23_1_1445
9_1_1681,Immunoglobulin,23_1_1446
9_1_1682,Immunoglobulin,23_1_1447
9_1_1683,AntiDImmunoglobulin,23_1_273
9_1_1684,Angiotensin,23_1_273
9_1_1685,Immunoglobulin,23_1_1449
9_1_1686,ChemicalSubstance,23_1_1450
9_1_1687,Antiandrogen,23_1_273
9_1_1688,Hormone,23_1_1450
9_1_1689,ColitisLesion,23_1_1451
9_1_1690,LifeDamagingProcess,23_1_1452
9_1_1691,Immunoglobulin,23_1_1454
9_1_1692,Antibody,23_1_273
9_1_1693,ImmuneResponse,23_1_1456
9_1_1694,Preventing,23_1_1457
9_1_1695,Phenomenon,23_1_1458
9_1_1696,Substance,23_1_1459
9_1_1697,Substance,23_1_1460
9_1_1698,AntihumanGlobulinAntibody,23_1_2
9_1_1699,ChemicalSubstance,23_1_1461
9_1_1700,Immunoglobulin,23_1_1463
9_1_1701,Immunoglobulin,23_1_1464
9_1_1702,ChemicalSubstance,23_1_1465
9_1_1703,Hormone,23_1_1465
9_1_1704,Anxiety,23_1_129
9_1_1705,VascularDilatationLesion,23_1_292
9_1_1706,AgenesisLesion,23_1_1484
9_1_1707,BodyStructure,23_1_1485
9_1_1708,HeartValveIncompetence,23_1_1487
9_1_1709,Lymphnode,23_1_1488
9_1_1710,InternalOrifice,23_1_805
9_1_1711,AorticIncompetence,23_1_1492
9_1_1712,AnulusFibrosus,23_1_805
9_1_1713,Cusp,23_1_805
9_1_1714,PathologicalPhenomenon,23_1_1502
9_1_1715,Lunule,23_1_805
9_1_1716,GeneralisedProcess,23_1_1503
9_1_1717,Stricture,23_1_1505
9_1_1718,AorticValveStenosisLesion,23_1_1506
9_1_1719,BodyStructure,23_1_1507
9_1_1720,Vestibule,23_1_1508
9_1_1721,InflammationLesion,23_1_292
9_1_1722,Apex,23_1_1510
9_1_1723,Apex,23_1_1511
9_1_1724,Apex,23_1_1290
9_1_1725,Apex,23_1_1516
9_1_1726,Apex,23_1_1517
9_1_1727,Apex,23_1_1518
9_1_1728,Apex,23_1_1519
9_1_1729,Apex,23_1_1521
9_1_1730,Aphonia,23_1_129
9_1_1731,InflammationLesion,23_1_1527
9_1_1732,LowHaemoglobinConcentration,23_1_1528
9_1_1733,PathologicalBodyStructure,23_1_1529
9_1_1734,InflammationLesion,23_1_1530
9_1_1735,AbdominalColic,23_1_1532
9_1_1736,Juice,23_1_1535
9_1_1737,Applying,23_1_1536
9_1_1738,Appropriateness,23_1_1537
9_1_1739,PhysicalPresentation,23_1_1538
9_1_1740,ArachisOil,23_1_273
9_1_1741,BonyArch,23_1_1541
9_1_1742,BonyArch,23_1_1542
9_1_1743,BonyArch,23_1_1543
9_1_1744,BonyArch,23_1_1544
9_1_1745,BonyArch,23_1_1545
9_1_1746,DimensionDecreasingProcess,23_1_1549
9_1_1747,DimensionIncreasingProcess,23_1_1549
9_1_1748,Multiple,23_1_1550
9_1_1749,SurfaceRegion,23_1_1551
9_1_1750,Multiple,23_1_1552
9_1_1751,Arginine,23_1_273
9_1_1752,ExaminingProcess,23_1_1576
9_1_1753,OedemaSymptom,23_1_1577
9_1_1754,Displacement,23_1_1578
9_1_1755,Sign,23_1_1576
9_1_1756,Symptom,23_1_1576
9_1_1757,MyocardialPathology,23_1_1579
9_1_1758,VascularDilatationLesion,23_1_1582
9_1_1759,LiquidBlood,23_1_1588
9_1_1760,LiquidBlood,23_1_1589
9_1_1761,Flow,23_1_1592
9_1_1762,Artery,23_1_1593
9_1_1763,Diameter,23_1_1594
9_1_1764,Occluding,23_1_1595
9_1_1765,Wall,23_1_1596
9_1_1766,ExaminingProcess,23_1_1598
9_1_1767,Artery,23_1_1599
9_1_1768,PathologicalPhenomenon,23_1_1600
9_1_1769,Palpating,23_1_1603
9_1_1770,BodyStructure,23_1_209
9_1_1771,ThrombusLesion,23_1_1604
9_1_1772,Diameter,23_1_1608
9_1_1773,SclerosisLesion,23_1_1609
9_1_1774,InflammationLesion,23_1_1604
9_1_1775,Artery,23_1_1617
9_1_1776,Artery,23_1_1618
9_1_1777,Artery,23_1_1619
9_1_1778,Artery,23_1_1620
9_1_1779,Artery,23_1_1621
9_1_1780,Artery,23_1_1622
9_1_1781,Artery,23_1_1623
9_1_1782,Artery,23_1_1624
9_1_1783,Artery,23_1_1625
9_1_1784,Artery,23_1_1626
9_1_1785,Artery,23_1_1627
9_1_1786,Artery,23_1_1628
9_1_1787,Artery,23_1_1629
9_1_1788,Artery,23_1_1630
9_1_1789,Artery,23_1_419
9_1_1790,Artery,23_1_16
9_1_1791,InflammationLesion,23_1_668
9_1_1792,Device,23_1_1631
9_1_1793,SurgicalDeed,23_1_1632
9_1_1794,SurgicalIncising,23_1_1633
9_1_1795,Cartilage,23_1_1634
9_1_1796,ArticularFacet,23_1_1638
9_1_1797,ArticularFacet,23_1_1639
9_1_1798,ArticularFacet,23_1_1640
9_1_1799,ArticularFacet,23_1_1641
9_1_1800,ArticularProcess,23_1_1542
9_1_1801,ArticularProcess,23_1_1543
9_1_1802,ArticularProcess,23_1_1544
9_1_1803,ArticularProcess,23_1_1545
9_1_1804,ArticularProcess,23_1_1642
9_1_1805,AnatomicalShape,23_1_1643
9_1_1806,ArticularSurface,23_1_1645
9_1_1807,ArticularSurface,23_1_1646
9_1_1808,Level,23_1_1647
9_1_1809,ArticulationProcess,23_1_1648
9_1_1810,ArticulationProcess,23_1_176
9_1_1811,GeneralisedProcess,23_1_1649
9_1_1812,GeneralisedProcess,23_1_1651
9_1_1813,GeneralisedProcess,23_1_1652
9_1_1814,CatabolicProcess,23_1_1657
9_1_1815,Diagnosis,23_1_1662
9_1_1816,Transudate,23_1_1672
9_1_1817,AscorbicAcid,23_1_273
9_1_1818,ImpairedRespiratoryGasExchange,23_1_1673
9_1_1819,Device,23_1_1675
9_1_1820,Concentration,23_1_1676
9_1_1821,Phenomenon,23_1_1677
9_1_1822,BodyProcess,23_1_1678
9_1_1823,DeliveryProcess,23_1_1679
9_1_1824,GenericProcess,23_1_1680
9_1_1825,BodyWall,23_1_612
9_1_1826,JerkyBodyMovement,23_1_1682
9_1_1827,Gait,23_1_1683
9_1_1828,Deflating,23_1_1685
9_1_1829,SynovialMembrane,23_1_1686
9_1_1830,SynovialMembrane,23_1_1691
9_1_1831,SynovialMembrane,23_1_1696
9_1_1832,GaseousCarbonMonoxide,23_1_552
9_1_1833,GaseousCarbonDioxide,23_1_552
9_1_1834,GaseousNitrogen,23_1_552
9_1_1835,GaseousOxygen,23_1_552
9_1_1836,Eczema,23_1_1706
9_1_1837,AcquisitionMode,23_1_1707
9_1_1838,AgenesisLesion,23_1_1709
9_1_1839,AgenesisLesion,23_1_1710
9_1_1840,AgenesisLesion,23_1_1711
9_1_1841,VascularDilatationLesion,23_1_1712
9_1_1842,CardiacMuscleContractionProcess,23_1_1713
9_1_1843,AtrialSeptalDefect,23_1_1714
9_1_1844,Depolarising,23_1_1715
9_1_1845,Diameter,23_1_1716
9_1_1846,EctopicCardiacDepolarisingFocus,23_1_1717
9_1_1847,AtrialBeat,23_1_1719
9_1_1848,Level,23_1_1721
9_1_1849,CardiacMuscle,23_1_1722
9_1_1850,CardiacMuscle,23_1_1723
9_1_1851,ConnectiveTissueCell,23_1_1722
9_1_1852,Frequency,23_1_1724
9_1_1853,TemporalPattern,23_1_1725
9_1_1854,PlanarDefect,23_1_1726
9_1_1855,BodyStructure,23_1_1722
9_1_1856,ElectricalConduction,23_1_210
9_1_1857,Displacement,23_1_1729
9_1_1858,Displacement,23_1_1730
9_1_1859,Depolarising,23_1_1728
9_1_1860,AtrioventricularNodeDepolarisation,23_1_261
9_1_1861,Leaflet,23_1_1737
9_1_1862,AnulusFibrosus,23_1_1737
9_1_1863,Topology,23_1_1738
9_1_1864,AtrophicLesion,23_1_1739
9_1_1865,ChronicInflammation,23_1_320
9_1_1866,Glossitis,23_1_1740
9_1_1867,PathologicalBodyStructure,23_1_1741
9_1_1868,SkinAsOrgan,23_1_1742
9_1_1869,VaginalInflammation,23_1_1743
9_1_1870,AtrophicLesion,23_1_339
9_1_1871,PieceOfGingiva,23_1_1744
9_1_1872,OcclusionOfTeeth,23_1_206
9_1_1873,Concept,23_1_1747
9_1_1874,MeasuringProcess,23_1_1748
9_1_1875,Acuity,23_1_1749
9_1_1876,CognitiveProcess,23_1_1750
9_1_1877,Hallucination,23_1_1748
9_1_1878,BodyStructure,23_1_1759
9_1_1879,Displacement,23_1_1760
9_1_1880,BleedingSymptom,23_1_1761
9_1_1881,OedemaSymptom,23_1_1762
9_1_1882,Route,23_1_1763
9_1_1883,Diameter,23_1_1765
9_1_1884,BodyStructure,23_1_1583
9_1_1885,Graft,23_1_1583
9_1_1886,PathologicalPhenomenon,23_1_1770
9_1_1887,AutoimmuneProcess,23_1_1771
9_1_1888,AutoimmuneProcess,23_1_1774
9_1_1889,TissueGraft,23_1_1583
9_1_1890,Nerve,23_1_1775
9_1_1891,BiologicalCardiacValveProsthesis,23_1_1583
9_1_1892,Quality,23_1_1777
9_1_1893,Instruction,23_1_1778
9_1_1894,Lymphnode,23_1_1804
9_1_1895,ExaminingProcess,23_1_1803
9_1_1896,BloodGroupBAntigen,23_1_2
9_1_1897,InfectionLesion,23_1_1822
9_1_1898,ChronicLymphocyticLeukaemia,23_1_1823
9_1_1899,MalignantNeoplasticProcess,23_1_1827
9_1_1900,BCellLymphocyte,23_1_1066
9_1_1901,PrintedAppendix,23_1_1828
9_1_1902,PrintedChapter,23_1_1828
9_1_1903,PrintedChapterSection,23_1_1829
9_1_1904,PrintedChapterSection,23_1_1830
9_1_1905,PrintedChapterSection,23_1_1831
9_1_1906,PrintedChapterSection,23_1_1832
9_1_1907,PrintedChapterSection,23_1_1833
9_1_1908,PrintedChapterSection,23_1_1834
9_1_1909,PrintedChapterSection,23_1_1835
9_1_1910,PrintedChapterSection,23_1_1836
9_1_1911,PrintedChapterSection,23_1_1837
9_1_1912,PrintedChapterSection,23_1_1838
9_1_1913,PrintedChapterSection,23_1_1839
9_1_1914,PrintedChapterSection,23_1_1840
9_1_1915,PrintedChapterSection,23_1_1841
9_1_1916,PrintedChapterSection,23_1_1842
9_1_1917,PrintedChapterSection,23_1_1843
9_1_1918,PrintedChapterSection,23_1_1844
9_1_1919,PrintedChapterSection,23_1_1845
9_1_1920,PrintedChapterSection,23_1_1846
9_1_1921,PrintedChapterSection,23_1_1847
9_1_1922,PrintedChapterSection,23_1_1848
9_1_1923,PrintedChapterSection,23_1_1849
9_1_1924,PrintedChapterSection,23_1_1850
9_1_1925,PrintedChapterSection,23_1_1851
9_1_1926,PrintedChapterSection,23_1_1852
